Datetime,Total KW,Hole Depth (ft),Bit Position (ft),Flow In Rate (galUS/min),Pump Pressure (psi),Hook Load (klb),Bit Weight (klb)
2023-03-04 13:14:00+00:00,1460.15681,547.98474,457.456523,810.190703,1097.82942,80.5560357,2.62670635
2023-03-04 13:14:10+00:00,1091.088232,547.98474,462.382458,809.87141,1106.938,83.9009365,-0.528844467
2023-03-04 13:14:20+00:00,997.4756107,547.98474,481.515816,810.310329,1103.52283,83.737944,-0.891899582
2023-03-04 13:14:30+00:00,1005.387238,547.98474,501.538115,810.282675,1100.62975,83.990086,-1.082169633
2023-03-04 13:14:40+00:00,1008.555573,547.98474,521.5739633,810.2054322,1096.019967,84.24984389,-1.2668204
2023-03-04 13:14:50+00:00,1107.097388,547.98474,539.511016,809.639419,1100.48873,83.6262104,-0.859040119
2023-03-04 13:15:00+00:00,757.870074,547.98474,545.129172,658.187311,678.402253,71.4676119,9.062958481
2023-03-04 13:15:10+00:00,540.721674,547.98474,546.08923,239.343431,127.0116664,49.124916,31.7112975
2023-03-04 13:15:20+00:00,556.714826,547.98474,546.08923,27.7604545,55.3183696,49.0894658,33.8774257
2023-03-04 13:15:30+00:00,554.361154,547.98474,546.08923,13.52598562,62.2614648,41.7558266,40.200575
2023-03-04 13:15:40+00:00,557.931054,547.98474,546.08923,0.001744428,66.1479056,44.5168805,38.5578231
2023-03-04 13:15:50+00:00,1026.246537,547.98474,546.08923,0.0,67.728109,45.8741417,37.2850955
2023-03-04 13:16:00+00:00,982.6900734,547.98474,546.08923,0.0,68.6496814,46.6688587,36.2478556
2023-03-04 13:16:10+00:00,740.3886381,547.98474,546.08923,0.0,69.1731312,47.407847,35.7450053
2023-03-04 13:16:20+00:00,529.098572,547.98474,546.08923,0.0,69.85261,45.9748593,36.1417876
2023-03-04 13:16:30+00:00,568.126196,547.98474,546.08923,0.0,69.85261,43.1421536,40.182847
2023-03-04 13:16:40+00:00,569.564004,547.98474,546.08923,0.0,69.85261,42.2184496,40.4645157
2023-03-04 13:16:50+00:00,558.882617,547.98474,546.08923,0.0,61.1511087,40.7371919,41.9556524
2023-03-04 13:17:00+00:00,600.737848,547.98474,546.08923,13.09478193,36.8132243,39.2111138,43.6627543
2023-03-04 13:17:10+00:00,784.84867,547.98474,546.088237,293.719361,172.7449612,45.2075462,41.830309
2023-03-04 13:17:20+00:00,1154.158512,547.98474,546.061431,720.310444,952.62628,87.5367998,-0.076697099
2023-03-04 13:17:30+00:00,1293.560657,547.98474,545.928741,809.847668,1316.74533,85.9303417,-3.47907814
2023-03-04 13:17:40+00:00,1190.236672,547.98474,544.86096,810.611978,1225.05061,85.2928419,-2.32621773
2023-03-04 13:17:50+00:00,1195.405635,547.98474,544.86096,810.453081,1200.34401,85.4073915,-2.44509606
2023-03-04 13:18:00+00:00,1231.496097,547.98474,544.86096,809.394992,1262.53842,85.4097586,-2.46502271
2023-03-04 13:18:10+00:00,1206.887167,547.98474,544.86096,809.571713,1206.47606,85.46683,-2.51699416
2023-03-04 13:18:20+00:00,1181.705843,547.98474,544.86096,810.14059,1191.5651,85.5023545,-2.60271925
2023-03-04 13:18:30+00:00,1220.404782,547.98474,545.015956,809.660369,1185.17254,86.1217413,-2.83165355
2023-03-04 13:18:40+00:00,1207.50144,548.011614,547.059299,809.76867,1174.43676,87.3831078,-0.53082778
2023-03-04 13:18:50+00:00,1274.352131,549.474839,549.477811,809.418768,1256.71997,79.0281131,5.688431729
2023-03-04 13:19:00+00:00,1306.097151,551.291747,551.291747,809.630145,1355.5185,74.0671181,12.3421488
2023-03-04 13:19:10+00:00,1370.308571,552.890068,552.890068,808.92424,1383.00132,72.680789,13.9880402
2023-03-04 13:19:20+00:00,1451.32314,554.447486,554.447486,808.296844,1419.88206,72.5056836,15.0158245
2023-03-04 13:19:30+00:00,1414.390691,556.032856,556.032856,809.384541,1378.01891,72.8882889,14.2806964
2023-03-04 13:19:40+00:00,1354.369594,557.67892,557.67892,809.162187,1323.56628,75.7590191,11.3991976
2023-03-04 13:19:50+00:00,1373.670421,559.468124,559.468124,809.359452,1314.05857,75.7318284,11.49851295
2023-03-04 13:20:00+00:00,1394.497723,561.20652,561.20652,809.072074,1350.10591,73.8488716,12.74778685
2023-03-04 13:20:10+00:00,1431.457271,562.820161,562.820161,810.01726,1357.17784,72.6533354,14.2989681
2023-03-04 13:20:20+00:00,1396.445169,564.381492,564.381492,809.576254,1376.56885,71.7589984,15.04914475
2023-03-04 13:20:30+00:00,1400.305587,565.722686,565.722686,809.274362,1427.2977,66.5311149,19.7043252
2023-03-04 13:20:40+00:00,1390.437891,566.874145,566.874145,809.668073,1430.98219,68.420892,19.2051137
2023-03-04 13:20:50+00:00,1389.471554,568.293017,568.293017,808.833871,1408.92755,71.3761017,15.6569843
2023-03-04 13:21:00+00:00,1405.675207,569.729971,569.729971,809.084161,1461.28178,70.2284807,16.8061709
2023-03-04 13:21:10+00:00,1382.938635,571.126421,571.126421,808.573054,1451.96952,69.9614377,17.2929414
2023-03-04 13:21:20+00:00,1408.926282,572.538924,572.538924,810.106952,1419.488,71.4516188,15.6742481
2023-03-04 13:21:30+00:00,1407.180713,574.059762,574.059762,809.97919,1391.95433,72.408026,14.9437666
2023-03-04 13:21:40+00:00,1402.969469,575.639966,575.643052,809.560382,1390.93457,71.8831945,15.0389078
2023-03-04 13:21:50+00:00,1400.402835,577.104762,577.110559,809.761199,1401.08952,70.2962645,16.329933
2023-03-04 13:22:00+00:00,1446.27235,578.480477,578.480477,809.658123,1420.6315,70.0563698,17.1660227
2023-03-04 13:22:10+00:00,1440.891659,579.908107,579.922339,808.846955,1405.04203,70.426808,16.6994633
2023-03-04 13:22:20+00:00,1421.025783,581.361673,581.367572,809.568561,1366.60442,71.8772957,15.3824291
2023-03-04 13:22:30+00:00,1366.860548,582.876697,582.879788,809.110337,1376.09019,71.7691026,15.2978556
2023-03-04 13:22:40+00:00,1393.707425,584.306167,584.306167,808.960002,1400.07694,69.632513,16.9964491
2023-03-04 13:22:50+00:00,1402.613706,585.636592,585.636592,809.64299,1432.70009,68.95484,18.2167344
2023-03-04 13:23:00+00:00,1403.433552,586.966796,586.966796,809.01199,1431.41271,69.3153274,17.6598904
2023-03-04 13:23:10+00:00,1449.209533,588.233475,588.233475,809.184507,1452.96881,67.8126054,19.1617456
2023-03-04 13:23:20+00:00,1389.688214,589.519938,589.519938,809.61597,1429.20293,69.1808761,18.1833384
2023-03-04 13:23:30+00:00,1390.425577,590.892525,590.892525,809.516451,1394.74121,71.7922442,16.0563489
2023-03-04 13:23:40+00:00,1388.832665,592.514843,592.514843,809.6762,1383.75191,73.3323785,13.33258055
2023-03-04 13:23:50+00:00,1484.709104,594.108185,594.108185,809.741974,1424.06582,71.7532684,14.7141522
2023-03-04 13:24:00+00:00,1468.919069,595.516085,595.516085,809.103983,1449.52455,69.478867,17.5963758
2023-03-04 13:24:10+00:00,1477.943524,596.891898,596.891898,808.960569,1430.73759,70.0065112,16.9611337
2023-03-04 13:24:20+00:00,1418.741171,598.2851056,598.2851056,810.0342,1414.464167,69.868645,17.19037378
2023-03-04 13:24:30+00:00,1453.077319,599.655545,599.655545,809.102164,1433.99167,69.582128,17.343438
2023-03-04 13:24:40+00:00,1487.113243,601.010412,601.010412,809.910476,1436.08741,69.6780148,17.4588486
2023-03-04 13:24:50+00:00,1465.260531,602.390233,602.390233,808.847463,1455.83463,69.934304,17.0248994
2023-03-04 13:25:00+00:00,1421.853003,603.777756,603.777756,809.308115,1434.47642,70.51658,16.7869469
2023-03-04 13:25:10+00:00,1362.77116,605.274727,605.274727,809.761785,1370.51419,72.3514086,14.8557759
2023-03-04 13:25:20+00:00,1371.68607,606.813441,606.813441,809.179208,1384.80347,71.3716856,15.3645515
2023-03-04 13:25:30+00:00,1409.986159,608.277881,608.277881,808.93796,1421.44159,69.7485124,16.9636948
2023-03-04 13:25:40+00:00,1411.081765,609.785247,609.785247,808.84335,1438.22593,68.3368361,18.4933918
2023-03-04 13:25:50+00:00,1420.852202,611.231853,611.231853,809.286507,1448.6033,67.1540826,19.8205697
2023-03-04 13:26:00+00:00,1421.062707,612.646709,612.646709,809.178567,1462.94036,67.735631,19.2938742
2023-03-04 13:26:10+00:00,1395.656098,614.138394,614.138394,809.752324,1439.59312,68.1764488,18.7701986
2023-03-04 13:26:20+00:00,1412.790383,615.606067,615.606067,808.965018,1448.49665,68.9421645,18.6835961
2023-03-04 13:26:30+00:00,1401.571055,617.138119,617.138119,809.644574,1434.57716,69.5819514,17.7428039
2023-03-04 13:26:40+00:00,1369.39148,618.743162,618.743162,809.396726,1397.39027,69.3548055,16.8732537
2023-03-04 13:26:50+00:00,1394.526045,620.198774,620.198774,809.096143,1405.5956,68.869677,18.9687147
2023-03-04 13:27:00+00:00,1380.191041,621.891385,621.891385,809.225896,1384.86245,71.2716205,15.096593
2023-03-04 13:27:10+00:00,1424.505803,623.330214,623.330214,808.809809,1494.2335,62.8119016,22.7627932
2023-03-04 13:27:20+00:00,1474.112656,624.33433,624.33433,808.822567,1531.09391,63.9416126,24.5406797
2023-03-04 13:27:30+00:00,1432.22418,625.697431,625.697431,809.046878,1485.30004,67.6712259,19.2959342
2023-03-04 13:27:40+00:00,1443.358574,627.137163,627.137163,809.093009,1477.33246,68.1308574,19.0785201
2023-03-04 13:27:50+00:00,1404.009652,628.606278,628.606278,809.658582,1455.71482,68.2101925,18.7934923
2023-03-04 13:28:00+00:00,1407.543867,630.10481,630.10481,809.10216,1443.21463,68.562549,18.4219167
2023-03-04 13:28:10+00:00,1395.443135,631.599911,631.599911,808.926337,1441.10376,68.5692405,18.4992979
2023-03-04 13:28:20+00:00,1403.147965,633.086796,633.086796,809.599794,1443.72776,67.8456769,18.9465023
2023-03-04 13:28:30+00:00,1405.907861,634.52929,634.52929,809.173466,1457.61494,67.928095,19.1807712
2023-03-04 13:28:40+00:00,1407.172101,635.987973,635.987973,809.700123,1435.6624,67.8912961,19.1626289
2023-03-04 13:28:50+00:00,1409.170016,637.456534,637.456534,809.37005,1420.67556,68.1960537,18.6303841
2023-03-04 13:29:00+00:00,1415.300398,638.895301,638.895301,809.45157,1450.29907,67.3128199,19.7128291
2023-03-04 13:29:10+00:00,1427.548848,640.244468,640.241928,808.959569,1468.9376,64.6435328,21.980726
2023-03-04 13:29:20+00:00,1808.282383,640.7604,631.846128,810.076,1206.29725,83.4422066,7.04945397
2023-03-04 13:29:30+00:00,1714.283219,640.7604,608.23652,809.574504,1145.36968,84.294027,2.75274214
2023-03-04 13:29:40+00:00,1687.709612,640.7604,582.817899,809.705684,1139.73964,84.0722476,2.75988698
2023-03-04 13:29:50+00:00,1576.925772,640.7604,556.459482,809.875288,1129.60668,85.0997719,2.11904888
2023-03-04 13:30:00+00:00,1215.13365,640.7604,552.371868,810.255091,1141.25373,87.2352903,0.449337563
2023-03-04 13:30:10+00:00,1039.327143,640.7604,572.276037,810.432639,1130.50679,88.0911829,-1.02068086
2023-03-04 13:30:20+00:00,1054.190239,640.7604,592.505766,810.207684,1123.06103,88.4897821,-1.26779572
2023-03-04 13:30:30+00:00,1031.571845,640.7604,612.275552,809.89606,1131.02143,88.5694561,-1.63674612
2023-03-04 13:30:40+00:00,1025.676587,640.7604,630.856057,810.649976,1130.59007,88.245669,-1.342587815
2023-03-04 13:30:50+00:00,864.926451,640.7604,637.159796,681.980846,866.374639,81.8560478,-0.671155857
2023-03-04 13:31:00+00:00,571.268939,640.7604,638.8919,277.285972,199.5884005,41.1381133,42.1603948
2023-03-04 13:31:10+00:00,566.615759,640.7604,638.8919,61.2912578,58.8402446,41.329717,45.6096566
2023-03-04 13:31:20+00:00,583.841142,640.7604,638.8919,19.11935005,68.709729,41.0560777,46.0218588
2023-03-04 13:31:30+00:00,958.71511,640.7604,638.8919,0.014184085,74.273337,45.096089,42.9273751
2023-03-04 13:31:40+00:00,1031.478283,640.7604,638.8919,0.0,75.7157755,45.7605545,41.0210949
2023-03-04 13:31:50+00:00,787.9926489,640.7604,638.8919,0.0,76.7118359,46.371773,40.8484869
2023-03-04 13:32:00+00:00,550.604142,640.7604,638.8919,0.0,77.1221499,46.7001213,39.7926381
2023-03-04 13:32:10+00:00,574.88931,640.7604,638.8919,0.0,77.556946,42.1075942,44.9339903
2023-03-04 13:32:20+00:00,576.40344,640.7604,638.8919,0.0,77.5692334,47.1088064,40.4022539
2023-03-04 13:32:30+00:00,575.146589,640.7604,638.8919,0.0,77.8139236,44.4267822,41.5547157
2023-03-04 13:32:40+00:00,600.535964,640.7604,638.8919,1.5457391,38.8550697,38.7131684,47.8120878
2023-03-04 13:32:50+00:00,735.718229,640.7604,638.8919,214.5214751,100.7821894,38.670264,48.4156412
2023-03-04 13:33:00+00:00,1147.423721,641.21352,638.616856,640.536637,769.194282,83.1535669,13.08329246
2023-03-04 13:33:10+00:00,1227.225754,641.39,638.58093,808.568909,1283.7182,88.7255741,-1.73866965
2023-03-04 13:33:20+00:00,1298.567128,641.39,638.58093,810.985639,1234.88298,88.7983541,-1.75275848
2023-03-04 13:33:30+00:00,1271.193381,641.39,639.47693,810.937981,1220.47142,90.3672996,-1.460015034
2023-03-04 13:33:40+00:00,1369.32008,641.983519,641.934663,809.718867,1342.99034,79.9567385,6.266629659
2023-03-04 13:33:50+00:00,1488.796024,643.431286,643.459778,808.247972,1578.35672,70.9966584,19.8112005
2023-03-04 13:34:00+00:00,1485.56806,644.8798933,644.9092478,809.3524744,1543.526044,71.25287,18.86127022
2023-03-04 13:34:10+00:00,1531.174425,646.320368,646.348197,808.527251,1567.84179,70.2805565,20.0517315
2023-03-04 13:34:20+00:00,1520.677685,647.732074,647.760777,808.836218,1556.83476,70.89237,19.4505688
2023-03-04 13:34:30+00:00,1480.516314,649.198139,649.227639,809.328447,1541.77911,71.5895236,18.7932914
2023-03-04 13:34:40+00:00,1473.824593,650.696423,650.726607,809.066901,1487.68758,71.868766,18.5339281
2023-03-04 13:34:50+00:00,1450.550085,652.22588,652.253667,809.305481,1456.86617,72.4975684,17.7543973
2023-03-04 13:35:00+00:00,1458.205661,653.705312,653.733374,808.554044,1498.19443,70.44417,19.5570049
2023-03-04 13:35:10+00:00,1459.892139,655.116177,655.144523,808.957518,1489.4313,70.678207,19.659345
2023-03-04 13:35:20+00:00,1517.805775,656.522153,656.549958,808.668472,1499.25685,70.2199872,19.9396335
2023-03-04 13:35:30+00:00,1515.512407,657.90139,657.929125,808.960297,1501.10813,70.3792936,20.0743854
2023-03-04 13:35:40+00:00,1527.683325,659.310704,659.339105,809.163502,1506.99124,70.6835484,19.6457972
2023-03-04 13:35:50+00:00,1504.253691,660.743729,660.773312,809.771363,1476.7136,71.5758065,18.929837
2023-03-04 13:36:00+00:00,1523.985386,662.247827,662.27765,808.756599,1470.612,71.6872514,18.5024241
2023-03-04 13:36:10+00:00,1548.540154,663.694802,663.72264,809.517386,1496.77109,70.2721066,19.6612055
2023-03-04 13:36:20+00:00,1494.654351,665.094153,665.122409,809.115432,1496.61035,70.780011,19.7312234
2023-03-04 13:36:30+00:00,1455.042002,666.558546,666.58932,809.146642,1489.43059,72.4131424,18.3532878
2023-03-04 13:36:40+00:00,1462.48833,668.111714,668.142572,809.697315,1479.19586,72.375151,17.7871815
2023-03-04 13:36:50+00:00,1512.5494,669.609701,669.638971,809.195822,1518.90198,71.0576239,18.929143
2023-03-04 13:37:00+00:00,1497.458562,671.031684,671.057342,809.202481,1505.88488,70.9255297,19.5684519
2023-03-04 13:37:10+00:00,1483.009087,672.476691,672.505324,809.261598,1503.94014,70.8444434,19.2566653
2023-03-04 13:37:20+00:00,1516.097148,673.911079,673.94007,808.769282,1516.07606,71.130799,19.25643
2023-03-04 13:37:30+00:00,1502.239771,675.364508,675.393665,809.656913,1505.32541,71.0899268,19.1033583
2023-03-04 13:37:40+00:00,1521.964082,676.812083,676.840799,808.327284,1518.67625,71.0062375,19.274525
2023-03-04 13:37:50+00:00,1532.02751,678.245747,678.274266,808.906132,1530.14773,70.7176865,19.4898002
2023-03-04 13:38:00+00:00,1530.896226,679.654492,679.682286,809.716567,1527.32219,70.3200693,19.8842341
2023-03-04 13:38:10+00:00,1565.153721,681.041463,681.069463,809.531195,1525.1987,70.5436529,19.9130264
2023-03-04 13:38:20+00:00,1534.21006,682.448782,682.476453,809.373583,1527.01024,70.2635875,20.1362621
2023-03-04 13:38:30+00:00,1473.466375,683.873109,683.901586,809.250475,1519.8063,70.7561275,19.498534
2023-03-04 13:38:40+00:00,1478.838465,685.274917,685.300073,808.364378,1531.05944,70.1340439,19.9587309
2023-03-04 13:38:50+00:00,1451.777392,686.668342,686.696511,808.491721,1519.62611,70.4817956,19.8093816
2023-03-04 13:39:00+00:00,1478.561484,687.926054,687.9447,808.206825,1535.53537,65.1376219,24.3259194
2023-03-04 13:39:10+00:00,1467.030709,689.067507,689.092876,809.08526,1526.55337,68.4658686,22.0599551
2023-03-04 13:39:20+00:00,1493.966219,690.119948,690.138116,808.728617,1569.07125,63.2035543,26.0279844
2023-03-04 13:39:30+00:00,1499.321076,691.123162,691.145481,809.597194,1572.88603,66.6465967,24.7460215
2023-03-04 13:39:40+00:00,1502.605382,692.201269,692.221407,808.380541,1573.46169,64.7877161,25.0654702
2023-03-04 13:39:50+00:00,1494.714668,693.223903,693.24381,809.113249,1576.254,66.0043707,24.6761939
2023-03-04 13:40:00+00:00,1509.241705,694.405107,694.429799,809.183685,1553.54618,68.147671,22.3863316
2023-03-04 13:40:10+00:00,1496.910767,695.710059,695.736801,808.691832,1567.47687,69.5278531,20.8427443
2023-03-04 13:40:20+00:00,1479.969754,697.046515,697.073595,808.78212,1541.39215,69.8396461,20.6237812
2023-03-04 13:40:30+00:00,1479.318556,698.45292,698.453636,809.796697,1530.87167,70.1573392,20.0435769
2023-03-04 13:40:40+00:00,1450.760583,699.83752,699.83752,808.862717,1516.14094,70.5002354,19.8698152
2023-03-04 13:40:50+00:00,1470.534131,701.265272,701.265272,808.487335,1542.19228,70.8361719,19.4238533
2023-03-04 13:41:00+00:00,1450.252181,702.671341,702.671341,808.576819,1505.18801,70.3063005,19.9896675
2023-03-04 13:41:10+00:00,1464.33113,704.0552,704.0552,808.812555,1490.99822,70.3566987,19.9034137
2023-03-04 13:41:20+00:00,1415.246232,705.473551,705.473551,809.773022,1477.94915,70.9426469,19.4135873
2023-03-04 13:41:30+00:00,1455.482696,706.916198,706.916198,809.23465,1485.92439,70.931541,19.3371262
2023-03-04 13:41:40+00:00,1462.020541,708.288138,708.288138,809.288546,1518.40115,69.621688,20.3995245
2023-03-04 13:41:50+00:00,1469.386843,709.669322,709.669322,809.248839,1513.18962,69.378611,20.6055777
2023-03-04 13:42:00+00:00,1460.732913,711.01631,711.023154,808.829996,1511.88836,69.6861475,20.6079492
2023-03-04 13:42:10+00:00,1458.386627,712.373682,712.380166,809.498656,1524.93318,69.8932592,20.4292923
2023-03-04 13:42:20+00:00,1477.715789,713.726389,713.736404,808.409666,1541.17989,69.739142,20.6531138
2023-03-04 13:42:30+00:00,1455.280815,715.006138,715.023829,809.045501,1530.65643,68.5140125,21.5638702
2023-03-04 13:42:40+00:00,1477.234472,716.274639,716.290945,808.761836,1540.95607,68.1678435,21.9550184
2023-03-04 13:42:50+00:00,1460.134649,717.50783,717.526575,808.812749,1545.43887,68.110661,22.136464
2023-03-04 13:43:00+00:00,1476.28906,718.748408,718.763006,809.327512,1557.06974,67.8436591,22.2126795
2023-03-04 13:43:10+00:00,1464.360666,719.971756,719.994066,808.893921,1535.98579,68.1511835,22.0589004
2023-03-04 13:43:20+00:00,1459.696411,721.221625,721.239262,808.957663,1543.17919,68.2753558,22.2245915
2023-03-04 13:43:30+00:00,1438.01481,722.503943,722.523283,809.145845,1519.44114,69.0063666,21.3211633
2023-03-04 13:43:40+00:00,1482.658801,723.7217478,723.73839,809.0490256,1542.205556,68.16252889,22.15988922
2023-03-04 13:43:50+00:00,1461.805121,724.991074,725.01178,809.192873,1539.54222,67.9234769,22.2594268
2023-03-04 13:44:00+00:00,1491.363884,726.220374,726.220374,809.548336,1577.35893,67.5045048,22.6939312
2023-03-04 13:44:10+00:00,1487.680739,727.434856,727.434856,809.211907,1560.90468,67.8318935,22.4432979
2023-03-04 13:44:20+00:00,1467.327378,728.705918,728.705918,809.638952,1503.6889,69.4391238,20.9699575
2023-03-04 13:44:30+00:00,1492.541953,730.0594,730.0594,808.840493,1525.92834,69.2734045,20.7776418
2023-03-04 13:44:40+00:00,1496.487312,731.326449,731.326449,808.746595,1543.69939,68.0726869,22.1527818
2023-03-04 13:44:50+00:00,1446.98388,732.616923,732.616923,808.859581,1513.35963,69.4470119,20.8025845
2023-03-04 13:45:00+00:00,1486.431259,733.895118,733.722758,809.277035,1476.49763,73.3876432,19.2779677
2023-03-04 13:45:10+00:00,1738.687783,734.2332,723.156256,810.230766,1256.67157,88.1894385,2.79269657
2023-03-04 13:45:20+00:00,1616.290695,734.2332,700.991095,809.606096,1229.13485,93.8171304,-3.238189212
2023-03-04 13:45:30+00:00,1683.876278,734.2332,678.054845,809.861132,1175.07345,90.3860587,-0.279034863
2023-03-04 13:45:40+00:00,1657.691682,734.2332,653.908757,809.798854,1172.73124,89.2566307,1.048031114
2023-03-04 13:45:50+00:00,1168.486127,734.2332,643.411733,809.20402,1184.54589,89.7670361,0.961863191
2023-03-04 13:46:00+00:00,1015.801504,734.2332,663.558091,810.072132,1167.33248,91.2011633,-0.824523923
2023-03-04 13:46:10+00:00,1005.447563,734.2332,685.819379,809.766745,1170.80597,91.6651286,-1.36687553
2023-03-04 13:46:20+00:00,1020.654106,734.2332,706.586719,810.179915,1167.78446,91.6965215,-1.59669967
2023-03-04 13:46:30+00:00,1013.233642,734.2332,724.586189,809.650499,1164.35274,91.8255424,-1.583435613
2023-03-04 13:46:40+00:00,936.238281,734.2332,730.757415,689.847716,916.502855,85.2519437,-0.123948492
2023-03-04 13:46:50+00:00,591.073267,734.2332,732.2766,320.163162,209.0793694,42.4426117,45.2390013
2023-03-04 13:47:00+00:00,565.431537,734.2332,732.2766,59.0028136,60.2159096,42.3129611,47.9040393
2023-03-04 13:47:10+00:00,591.70477,734.2332,732.2766,17.80966884,69.5749036,41.8610745,48.456025
2023-03-04 13:47:20+00:00,862.761122,734.2332,732.2766,0.008314239,74.796252,44.5434034,46.0305733
2023-03-04 13:47:30+00:00,1038.688252,734.2332,732.2766,0.0,76.4119802,45.4161229,44.636794
2023-03-04 13:47:40+00:00,829.397329,734.2332,732.2766,0.0,77.6167418,45.65601,44.7759797
2023-03-04 13:47:50+00:00,534.281082,734.2332,732.2766,0.0,78.0223352,46.6734894,43.3691041
2023-03-04 13:48:00+00:00,577.778467,734.2332,732.2766,0.0,78.389496,43.6886395,46.8383811
2023-03-04 13:48:10+00:00,582.846494,734.2332,732.2766,0.0,78.6595904,45.5404275,45.7163901
2023-03-04 13:48:20+00:00,577.339,733.70873,731.876694,0.0,79.02352,45.4741707,42.8994514
2023-03-04 13:48:30+00:00,589.951826,733.5101,731.6213,0.0,79.2699685,38.8823239,51.2315798
2023-03-04 13:48:40+00:00,583.490307,733.5101,731.6213,0.0,77.6992385,38.8972882,51.4013632
2023-03-04 13:48:50+00:00,581.988487,733.5101,731.6213,0.0,36.0851657,38.6750493,51.5605541
2023-03-04 13:49:00+00:00,602.48833,733.5101,731.6213,0.0,47.5400003,39.1459536,51.8958908
2023-03-04 13:49:10+00:00,569.4999883,733.5101,730.724597,0.0,48.8699244,90.4042941,7.960957702
2023-03-04 13:49:20+00:00,580.031197,733.5101,730.5196,0.0,48.4946916,91.900529,-1.59147995
2023-03-04 13:49:30+00:00,598.700543,733.5101,730.5196,0.0,48.2210487,91.7227114,-1.49591607
2023-03-04 13:49:40+00:00,602.776384,733.5101,730.5196,0.0,47.9479787,91.6234784,-1.38306161
2023-03-04 13:49:50+00:00,588.23335,733.5101,730.5196,0.0,47.91425,91.5289432,-1.24509682
2023-03-04 13:50:00+00:00,578.57,733.5101,730.5196,0.0,47.622095,91.4769426,-1.21163328
2023-03-04 13:50:10+00:00,590.884924,733.5101,730.5196,0.0,47.511992,91.477001,-1.17223083
2023-03-04 13:50:20+00:00,587.350723,733.5101,730.5196,0.0,47.6866701,91.4824671,-1.198306
2023-03-04 13:50:30+00:00,600.872027,733.5101,730.5196,0.0,47.693638,91.44471,-1.18095127
2023-03-04 13:50:40+00:00,609.349924,733.5101,730.5196,0.0,47.5421733,91.4876507,-1.1749997
2023-03-04 13:50:50+00:00,619.787573,733.5101,730.5196,0.0,47.3764702,91.572149,-1.29951776
2023-03-04 13:51:00+00:00,632.203439,733.5101,730.5196,0.0,47.206009,91.51924,-1.25675708
2023-03-04 13:51:10+00:00,626.955686,733.5101,730.5196,0.0,47.421314,91.515013,-1.2432797
2023-03-04 13:51:20+00:00,633.802508,733.5101,730.5196,0.0,47.2097954,91.4778595,-1.20365713
2023-03-04 13:51:30+00:00,670.2524192,733.5101,730.5196,28.56851255,48.8632492,91.507155,-1.22713234
2023-03-04 13:51:40+00:00,788.4764245,733.5101,730.5196,257.843625,93.5653827,91.5066245,-1.21913994
2023-03-04 13:51:50+00:00,1106.857343,733.5101,730.5196,613.238785,783.03027,91.5967641,-1.33421772
2023-03-04 13:52:00+00:00,1283.867757,733.5101,730.5196,803.865637,1287.12287,91.4937909,-1.22983206
2023-03-04 13:52:10+00:00,1280.248617,733.5101,730.62707,810.576068,1251.72007,92.299572,-1.59407313
2023-03-04 13:52:20+00:00,1279.020081,733.539782,732.651396,809.287083,1274.60756,93.6263233,-1.116658719
2023-03-04 13:52:30+00:00,1357.615742,734.944658,734.977769,809.095752,1412.37862,79.0298405,11.51230027
2023-03-04 13:52:40+00:00,1463.634384,736.429732,736.458096,808.608892,1553.65112,74.1607761,19.5753102
2023-03-04 13:52:50+00:00,1451.344077,737.832917,737.855497,808.763945,1545.46175,73.6900566,19.8071794
2023-03-04 13:53:00+00:00,1554.250751,739.218699,739.24585,809.014314,1564.04353,73.251933,20.4683468
2023-03-04 13:53:10+00:00,1527.955365,740.551644,740.567997,809.20073,1545.1981,73.3775965,20.4177686
2023-03-04 13:53:20+00:00,1575.111277,741.923488,741.947294,808.84282,1559.17098,72.6898674,20.8484002
2023-03-04 13:53:30+00:00,1476.98527,743.3457756,743.3740522,809.3871889,1513.972856,74.17885833,19.77204378
2023-03-04 13:53:40+00:00,1513.715151,744.692985,744.718689,809.302073,1516.20389,74.1449954,19.5006416
2023-03-04 13:53:50+00:00,1506.739077,746.098901,746.123264,808.311069,1533.72737,73.144136,20.4629385
2023-03-04 13:54:00+00:00,1530.522006,747.434791,747.453233,809.074221,1528.73309,72.4946366,21.0044335
2023-03-04 13:54:10+00:00,1511.210072,748.75279,748.774184,809.186614,1536.42233,72.9678475,20.9261495
2023-03-04 13:54:20+00:00,1486.401716,750.113188,750.139927,808.381887,1526.89978,72.8171471,20.6881555
2023-03-04 13:54:30+00:00,1484.422281,751.414532,751.435885,808.72657,1542.78194,72.5803135,21.2303272
